indicator,value,country_code,country,year
"Government expenditure on education, total (% of government expenditure)",15.9869403839111,NOR,Norway,1996
"Government expenditure on education, total (% of government expenditure)",10.0689897537231,PAK,Pakistan,1996
"Government expenditure on education, total (% of government expenditure)",11.3632297515869,SWE,Sweden,1996
"Industry (including construction), value added (% of GDP)",46.3670023696682,ARE,United Arab Emirates,1996
"Industry (including construction), value added (% of GDP)",21.6839165728619,BGD,Bangladesh,1996
"Industry (including construction), value added (% of GDP)",22.2882032014,DNK,Denmark,1996
"Industry (including construction), value added (% of GDP)",29.5187445510026,EGY,"Egypt, Arab Rep.",1996
"Industry (including construction), value added (% of GDP)",27.8534704727677,IND,India,1996
"Industry (including construction), value added (% of GDP)",30.9692155838344,NOR,Norway,1996
"Industry (including construction), value added (% of GDP)",21.9943844205166,PAK,Pakistan,1996
"Industry (including construction), value added (% of GDP)",26.6436032667865,SWE,Sweden,1996
"Life expectancy at birth, total (years)",73.21,ARE,United Arab Emirates,1996
"Life expectancy at birth, total (years)",62.61,BGD,Bangladesh,1996
"Life expectancy at birth, total (years)",78.1804878048781,CAN,Canada,1996
"Life expectancy at birth, total (years)",75.5914634146342,DNK,Denmark,1996
"Life expectancy at birth, total (years)",67.259,EGY,"Egypt, Arab Rep.",1996
"Life expectancy at birth, total (years)",60.877,IND,India,1996
"Life expectancy at birth, total (years)",78.1504878048781,NOR,Norway,1996
"Life expectancy at birth, total (years)",61.7,PAK,Pakistan,1996
"Life expectancy at birth, total (years)",75.802,QAT,Qatar,1996
"Life expectancy at birth, total (years)",78.9590243902439,SWE,Sweden,1996
"Life expectancy at birth, total (years)",76.0268292682927,USA,United States,1996
"Net primary income (BoP, current US$)",-63680468.6375411,BGD,Bangladesh,1996
"Net primary income (BoP, current US$)",-22005715623.2313,CAN,Canada,1996
"Net primary income (BoP, current US$)",-4608737628.43213,DNK,Denmark,1996
"Net primary income (BoP, current US$)",345000000.0,EGY,"Egypt, Arab Rep.",1996
"Net primary income (BoP, current US$)",-3255604409.09212,IND,India,1996
"Net primary income (BoP, current US$)",-1881244654.83811,NOR,Norway,1996
"Net primary income (BoP, current US$)",-2022341132.01883,PAK,Pakistan,1996
"Net primary income (BoP, current US$)",-8302969622.32954,SWE,Sweden,1996
"Net primary income (BoP, current US$)",22324800000.0,USA,United States,1996
Population density (people per sq. km of land area),35.7522669670515,ARE,United Arab Emirates,1996
Population density (people per sq. km of land area),903.81756165015,BGD,Bangladesh,1996
Population density (people per sq. km of land area),3.25619238335912,CAN,Canada,1996
Population density (people per sq. km of land area),124.041338675465,DNK,Denmark,1996
Population density (people per sq. km of land area),63.8923391431011,EGY,"Egypt, Arab Rep.",1996
Population density (people per sq. km of land area),330.407825601458,IND,India,1996
Population density (people per sq. km of land area),11.9956417831146,NOR,Norway,1996
Population density (people per sq. km of land area),165.199888439186,PAK,Pakistan,1996
Population density (people per sq. km of land area),45.006976744186,QAT,Qatar,1996
Population density (people per sq. km of land area),21.5455427206707,SWE,Sweden,1996
Population density (people per sq. km of land area),29.4131648134723,USA,United States,1996
Population growth (annual %),5.00833738372831,ARE,United Arab Emirates,1996
Population growth (annual %),2.13048473041923,BGD,Bangladesh,1996
Population growth (annual %),1.04531178311831,CAN,Canada,1996
Population growth (annual %),0.565926341934592,DNK,Denmark,1996
Population growth (annual %),2.01315144605985,EGY,"Egypt, Arab Rep.",1996
Population growth (annual %),1.89521886030615,IND,India,1996
Population growth (annual %),0.506881682762136,NOR,Norway,1996
Population growth (annual %),2.84533674817927,PAK,Pakistan,1996
Population growth (annual %),1.7547239574099,QAT,Qatar,1996
Population growth (annual %),0.159147080582875,SWE,Sweden,1996
Population growth (annual %),1.16341161998189,USA,United States,1996
"Pupil-teacher ratio, preprimary",19.8734092712402,ARE,United Arab Emirates,1996
"Pupil-teacher ratio, preprimary",39.5643615722656,CAN,Canada,1996
"Pupil-teacher ratio, preprimary",24.4206008911133,EGY,"Egypt, Arab Rep.",1996
"Pupil-teacher ratio, preprimary",21.8629302978516,QAT,Qatar,1996
"Pupil-teacher ratio, preprimary",27.5251407623291,USA,United States,1996
"Pupil-teacher ratio, primary",16.5358390808105,ARE,United Arab Emirates,1996
"Pupil-teacher ratio, primary",16.478609085083,CAN,Canada,1996
"Pupil-teacher ratio, primary",27.0207901000977,EGY,"Egypt, Arab Rep.",1996
"Pupil-teacher ratio, primary",9.14579963684082,QAT,Qatar,1996
"Pupil-teacher ratio, primary",11.2140798568726,SWE,Sweden,1996
"Pupil-teacher ratio, primary",16.0338802337646,USA,United States,1996
Total greenhouse gas emissions (kt of CO2 equivalent),103034.6521,ARE,United Arab Emirates,1996
Total greenhouse gas emissions (kt of CO2 equivalent),139004.894,BGD,Bangladesh,1996
Total greenhouse gas emissions (kt of CO2 equivalent),698763.38,CAN,Canada,1996
Total greenhouse gas emissions (kt of CO2 equivalent),92887.163,DNK,Denmark,1996
Total greenhouse gas emissions (kt of CO2 equivalent),159241.031,EGY,"Egypt, Arab Rep.",1996
Total greenhouse gas emissions (kt of CO2 equivalent),1708836.97,IND,India,1996
Total greenhouse gas emissions (kt of CO2 equivalent),72016.75,NOR,Norway,1996
Total greenhouse gas emissions (kt of CO2 equivalent),220080.3959,PAK,Pakistan,1996
Total greenhouse gas emissions (kt of CO2 equivalent),87890.34818,SWE,Sweden,1996
Total greenhouse gas emissions (kt of CO2 equivalent),6577713.1,USA,United States,1996
Access to electricity (% of population),100.0,ARE,United Arab Emirates,1997
Access to electricity (% of population),22.4,BGD,Bangladesh,1997
Access to electricity (% of population),100.0,CAN,Canada,1997
Access to electricity (% of population),100.0,DNK,Denmark,1997
Access to electricity (% of population),96.1964645385742,EGY,"Egypt, Arab Rep.",1997
Access to electricity (% of population),54.5771675109863,IND,India,1997
Access to electricity (% of population),100.0,NOR,Norway,1997
Access to electricity (% of population),100.0,QAT,Qatar,1997
Access to electricity (% of population),100.0,SWE,Sweden,1997
Access to electricity (% of population),100.0,USA,United States,1997
Adjusted net national income per capita (annual % growth),0.0696087781635129,BGD,Bangladesh,1997
Adjusted net national income per capita (annual % growth),3.3804047551199,CAN,Canada,1997
Adjusted net national income per capita (annual % growth),2.37460887410606,DNK,Denmark,1997
Adjusted net national income per capita (annual % growth),4.96710917048718,EGY,"Egypt, Arab Rep.",1997
Adjusted net national income per capita (annual % growth),2.72953949180048,IND,India,1997
Adjusted net national income per capita (annual % growth),7.90935732437393,NOR,Norway,1997
Adjusted net national income per capita (annual % growth),-2.33341710144715,PAK,Pakistan,1997
Adjusted net national income per capita (annual % growth),2.34242033837148,SWE,Sweden,1997
Adjusted net national income per capita (annual % growth),4.1412874331814,USA,United States,1997
"Birth rate, crude (per 1,000 people)",18.385,ARE,United Arab Emirates,1997
"Birth rate, crude (per 1,000 people)",29.631,BGD,Bangladesh,1997
"Birth rate, crude (per 1,000 people)",11.6,CAN,Canada,1997
"Birth rate, crude (per 1,000 people)",12.8,DNK,Denmark,1997
"Birth rate, crude (per 1,000 people)",26.165,EGY,"Egypt, Arab Rep.",1997
"Birth rate, crude (per 1,000 people)",27.824,IND,India,1997
"Birth rate, crude (per 1,000 people)",13.6,NOR,Norway,1997
"Birth rate, crude (per 1,000 people)",34.607,PAK,Pakistan,1997
"Birth rate, crude (per 1,000 people)",20.01,QAT,Qatar,1997
"Birth rate, crude (per 1,000 people)",10.2,SWE,Sweden,1997
"Birth rate, crude (per 1,000 people)",14.2,USA,United States,1997
CO2 emissions (metric tons per capita),15.5898448057583,ARE,United Arab Emirates,1997
CO2 emissions (metric tons per capita),0.208587111824808,BGD,Bangladesh,1997
CO2 emissions (metric tons per capita),16.5617340068939,CAN,Canada,1997
CO2 emissions (metric tons per capita),11.6476885201886,DNK,Denmark,1997
CO2 emissions (metric tons per capita),1.66741229733526,EGY,"Egypt, Arab Rep.",1997
CO2 emissions (metric tons per capita),0.916859883598964,IND,India,1997
CO2 emissions (metric tons per capita),8.1953072274155,NOR,Norway,1997
CO2 emissions (metric tons per capita),0.722670017848893,PAK,Pakistan,1997
CO2 emissions (metric tons per capita),70.0422270002484,QAT,Qatar,1997
CO2 emissions (metric tons per capita),5.89509851954463,SWE,Sweden,1997
CO2 emissions (metric tons per capita),19.6903631815798,USA,United States,1997
Expense (% of GDP),6.05387363605581,ARE,United Arab Emirates,1997
Expense (% of GDP),20.4385440867353,CAN,Canada,1997
Expense (% of GDP),39.3294297587793,DNK,Denmark,1997
Expense (% of GDP),24.2320421210982,EGY,"Egypt, Arab Rep.",1997
Expense (% of GDP),14.5974819501069,IND,India,1997
Expense (% of GDP),34.0823464677865,NOR,Norway,1997
Expense (% of GDP),19.7528983096077,PAK,Pakistan,1997
Expense (% of GDP),38.5367694406171,SWE,Sweden,1997
Expense (% of GDP),19.3896757773347,USA,United States,1997
Forest area (sq. km),2905.0,ARE,United Arab Emirates,1997
Forest area (sq. km),14758.0004882813,BGD,Bangladesh,1997
Forest area (sq. km),3479433.125,CAN,Canada,1997
Forest area (sq. km),5728.09997558594,DNK,Denmark,1997
Forest area (sq. km),545.0,EGY,"Egypt, Arab Rep.",1997
Forest area (sq. km),649546.9921875,IND,India,1997
Forest area (sq. km),121187.001953125,NOR,Norway,1997
Forest area (sq. km),22393.0004882813,PAK,Pakistan,1997
Forest area (sq. km),0.0,QAT,Qatar,1997
Forest area (sq. km),281330.0,SWE,Sweden,1997
Forest area (sq. km),3032101.875,USA,United States,1997
GDP growth (annual %),8.1903986407705,ARE,United Arab Emirates,1997
GDP growth (annual %),4.48989649735631,BGD,Bangladesh,1997
GDP growth (annual %),4.27957612451138,CAN,Canada,1997
GDP growth (annual %),3.26087979362235,DNK,Denmark,1997
GDP growth (annual %),5.49235474006073,EGY,"Egypt, Arab Rep.",1997
GDP growth (annual %),4.04982084908964,IND,India,1997
GDP growth (annual %),5.28462101640326,NOR,Norway,1997
GDP growth (annual %),1.0143960141849,PAK,Pakistan,1997
GDP growth (annual %),2.91230667691083,SWE,Sweden,1997
GDP growth (annual %),4.44721634281531,USA,United States,1997
GDP per capita (current US$),29512.6637440248,ARE,United Arab Emirates,1997
GDP per capita (current US$),401.498690814147,BGD,Bangladesh,1997
GDP per capita (current US$),21829.2334443229,CAN,Canada,1997
GDP per capita (current US$),32835.9287666102,DNK,Denmark,1997
GDP per capita (current US$),1208.71990101581,EGY,"Egypt, Arab Rep.",1997
GDP per capita (current US$),415.493806924844,IND,India,1997
GDP per capita (current US$),36628.5174155741,NOR,Norway,1997
GDP per capita (current US$),476.38123120309,PAK,Pakistan,1997
GDP per capita (current US$),21104.7242969818,QAT,Qatar,1997
GDP per capita (current US$),29938.021359713,SWE,Sweden,1997
GDP per capita (current US$),31459.139002483,USA,United States,1997
GDP per capita growth (annual %),2.83482887723379,ARE,United Arab Emirates,1997
GDP per capita growth (annual %),2.30668705583814,BGD,Bangladesh,1997
GDP per capita growth (annual %),3.24838998564354,CAN,Canada,1997
GDP per capita growth (annual %),2.83265414433802,DNK,Denmark,1997
GDP per capita growth (annual %),3.39421950432208,EGY,"Egypt, Arab Rep.",1997
GDP per capita growth (annual %),2.12301376644221,IND,India,1997
GDP per capita growth (annual %),4.71529171503403,NOR,Norway,1997
GDP per capita growth (annual %),-1.84370688461554,PAK,Pakistan,1997
GDP per capita growth (annual %),2.85339369156077,SWE,Sweden,1997
GDP per capita growth (annual %),3.19725295685198,USA,United States,1997
GNI per capita (constant 2010 US$),495.435095467927,BGD,Bangladesh,1997
GNI per capita (constant 2010 US$),38010.6640199182,CAN,Canada,1997
GNI per capita (constant 2010 US$),50782.5565689282,DNK,Denmark,1997
GNI per capita (constant 2010 US$),1775.80348258731,EGY,"Egypt, Arab Rep.",1997
GNI per capita (constant 2010 US$),721.127783314456,IND,India,1997
GNI per capita (constant 2010 US$),76439.6192233798,NOR,Norway,1997
GNI per capita (constant 2010 US$),803.083564628649,PAK,Pakistan,1997
GNI per capita (constant 2010 US$),38182.8554664788,SWE,Sweden,1997
GNI per capita (constant 2010 US$),40561.4851697377,USA,United States,1997
"Government expenditure on education, total (% of government expenditure)",15.1968698501587,BGD,Bangladesh,1997
"Government expenditure on education, total (% of government expenditure)",13.3222303390503,IND,India,1997
"Government expenditure on education, total (% of government expenditure)",16.1995391845703,NOR,Norway,1997
"Government expenditure on education, total (% of government expenditure)",11.753399848938,PAK,Pakistan,1997
"Industry (including construction), value added (% of GDP)",45.4284115017034,ARE,United Arab Emirates,1997
"Industry (including construction), value added (% of GDP)",21.8626700944451,BGD,Bangladesh,1997
"Industry (including construction), value added (% of GDP)",28.0115056975329,CAN,Canada,1997
"Industry (including construction), value added (% of GDP)",22.4527082030033,DNK,Denmark,1997
"Industry (including construction), value added (% of GDP)",28.9996239187665,EGY,"Egypt, Arab Rep.",1997
"Industry (including construction), value added (% of GDP)",27.7593225224829,IND,India,1997
"Industry (including construction), value added (% of GDP)",31.4734466286523,NOR,Norway,1997
"Industry (including construction), value added (% of GDP)",21.5572792952471,PAK,Pakistan,1997
"Industry (including construction), value added (% of GDP)",26.8190850741205,SWE,Sweden,1997
"Industry (including construction), value added (% of GDP)",23.1321011199507,USA,United States,1997
"Life expectancy at birth, total (years)",73.473,ARE,United Arab Emirates,1997
"Life expectancy at birth, total (years)",63.338,BGD,Bangladesh,1997
"Life expectancy at birth, total (years)",78.4317073170732,CAN,Canada,1997
"Life expectancy at birth, total (years)",75.9451219512195,DNK,Denmark,1997
"Life expectancy at birth, total (years)",67.69,EGY,"Egypt, Arab Rep.",1997
"Life expectancy at birth, total (years)",61.327,IND,India,1997
"Life expectancy at birth, total (years)",78.1426829268293,NOR,Norway,1997
"Life expectancy at birth, total (years)",61.961,PAK,Pakistan,1997
"Life expectancy at birth, total (years)",75.924,QAT,Qatar,1997
"Life expectancy at birth, total (years)",79.1975609756098,SWE,Sweden,1997
"Life expectancy at birth, total (years)",76.4292682926829,USA,United States,1997
"Net primary income (BoP, current US$)",-111369382.37628,BGD,Bangladesh,1997
"Net primary income (BoP, current US$)",-21580730524.7739,CAN,Canada,1997
"Net primary income (BoP, current US$)",-3429046827.12643,DNK,Denmark,1997
"Net primary income (BoP, current US$)",936300000.0,EGY,"Egypt, Arab Rep.",1997
"Net primary income (BoP, current US$)",-3518006703.79963,IND,India,1997
"Net primary income (BoP, current US$)",-1693901470.23415,NOR,Norway,1997
"Net primary income (BoP, current US$)",-2219749347.31899,PAK,Pakistan,1997
"Net primary income (BoP, current US$)",-6109385863.95485,SWE,Sweden,1997
"Net primary income (BoP, current US$)",12624800000.0,USA,United States,1997
Population density (people per sq. km of land area),37.6142213460997,ARE,United Arab Emirates,1997
Population density (people per sq. km of land area),923.104893600676,BGD,Bangladesh,1997
Population density (people per sq. km of land area),3.28871337910224,CAN,Canada,1997
Population density (people per sq. km of land area),124.557883572944,DNK,Denmark,1997
Population density (people per sq. km of land area),65.1888794012758,EGY,"Egypt, Arab Rep.",1997
Population density (people per sq. km of land area),336.641798875955,IND,India,1997
Population density (people per sq. km of land area),12.0608612008711,NOR,Norway,1997
Population density (people per sq. km of land area),170.010158520133,PAK,Pakistan,1997
Population density (people per sq. km of land area),46.1086132644272,QAT,Qatar,1997
Population density (people per sq. km of land area),21.5578837061949,SWE,Sweden,1997
Population density (people per sq. km of land area),29.7694279699879,USA,United States,1997
Population growth (annual %),5.07685273804644,ARE,United Arab Emirates,1997
Population growth (annual %),2.11153445588327,BGD,Bangladesh,1997
Population growth (annual %),0.993788591465188,CAN,Canada,1997
Population growth (annual %),0.415564969331455,DNK,Denmark,1997
Population growth (annual %),2.00894270733011,EGY,"Egypt, Arab Rep.",1997
Population growth (annual %),1.8691727113405,IND,India,1997
Population growth (annual %),0.54221993602931,NOR,Norway,1997
Population growth (annual %),2.87020054866632,PAK,Pakistan,1997
Population growth (annual %),2.41822547454309,QAT,Qatar,1997
Population growth (annual %),0.0572622034229794,SWE,Sweden,1997
Population growth (annual %),1.20396029701272,USA,United States,1997
"Pupil-teacher ratio, preprimary",17.8855304718018,ARE,United Arab Emirates,1997
"Pupil-teacher ratio, preprimary",24.0659809112549,EGY,"Egypt, Arab Rep.",1997
"Pupil-teacher ratio, preprimary",7.22139978408813,NOR,Norway,1997
"Pupil-teacher ratio, preprimary",19.8976402282715,SWE,Sweden,1997
"Pupil-teacher ratio, primary",16.0706596374512,ARE,United Arab Emirates,1997
"Pupil-teacher ratio, primary",23.1224708557129,EGY,"Egypt, Arab Rep.",1997
"Pupil-teacher ratio, primary",11.8329496383667,SWE,Sweden,1997
Total greenhouse gas emissions (kt of CO2 equivalent),101901.38443,ARE,United Arab Emirates,1997
Total greenhouse gas emissions (kt of CO2 equivalent),140107.011,BGD,Bangladesh,1997
Total greenhouse gas emissions (kt of CO2 equivalent),690068.75,CAN,Canada,1997
Total greenhouse gas emissions (kt of CO2 equivalent),83193.33,DNK,Denmark,1997
Total greenhouse gas emissions (kt of CO2 equivalent),165320.704,EGY,"Egypt, Arab Rep.",1997
Total greenhouse gas emissions (kt of CO2 equivalent),1761537.39,IND,India,1997
Total greenhouse gas emissions (kt of CO2 equivalent),74552.49,NOR,Norway,1997
Total greenhouse gas emissions (kt of CO2 equivalent),225905.9039,PAK,Pakistan,1997
Total greenhouse gas emissions (kt of CO2 equivalent),81623.7771,SWE,Sweden,1997
Total greenhouse gas emissions (kt of CO2 equivalent),6724414.4,USA,United States,1997
Access to electricity (% of population),100.0,ARE,United Arab Emirates,1998
Access to electricity (% of population),27.4195728302002,BGD,Bangladesh,1998
Access to electricity (% of population),100.0,CAN,Canada,1998
Access to electricity (% of population),100.0,DNK,Denmark,1998
Access to electricity (% of population),96.5114822387695,EGY,"Egypt, Arab Rep.",1998
Access to electricity (% of population),56.1731986999512,IND,India,1998
Access to electricity (% of population),100.0,NOR,Norway,1998
Access to electricity (% of population),70.46,PAK,Pakistan,1998
Access to electricity (% of population),100.0,QAT,Qatar,1998
Access to electricity (% of population),100.0,SWE,Sweden,1998
Access to electricity (% of population),100.0,USA,United States,1998
Adjusted net national income per capita (annual % growth),2.25501974191428,BGD,Bangladesh,1998
Adjusted net national income per capita (annual % growth),0.926947382475987,CAN,Canada,1998
Adjusted net national income per capita (annual % growth),2.27894560106219,DNK,Denmark,1998
Adjusted net national income per capita (annual % growth),2.73919102602696,EGY,"Egypt, Arab Rep.",1998
Adjusted net national income per capita (annual % growth),6.08698852738215,IND,India,1998
Adjusted net national income per capita (annual % growth),1.41492069560346,NOR,Norway,1998
Adjusted net national income per capita (annual % growth),2.96351930798706,PAK,Pakistan,1998
Adjusted net national income per capita (annual % growth),4.32460373206023,SWE,Sweden,1998
Adjusted net national income per capita (annual % growth),4.7179637226765,USA,United States,1998
"Birth rate, crude (per 1,000 people)",17.648,ARE,United Arab Emirates,1998
"Birth rate, crude (per 1,000 people)",28.959,BGD,Bangladesh,1998
"Birth rate, crude (per 1,000 people)",11.4,CAN,Canada,1998
"Birth rate, crude (per 1,000 people)",12.5,DNK,Denmark,1998
"Birth rate, crude (per 1,000 people)",25.733,EGY,"Egypt, Arab Rep.",1998
"Birth rate, crude (per 1,000 people)",27.367,IND,India,1998
"Birth rate, crude (per 1,000 people)",13.2,NOR,Norway,1998
"Birth rate, crude (per 1,000 people)",33.728,PAK,Pakistan,1998
"Birth rate, crude (per 1,000 people)",19.824,QAT,Qatar,1998
"Birth rate, crude (per 1,000 people)",10.1,SWE,Sweden,1998
"Birth rate, crude (per 1,000 people)",14.3,USA,United States,1998
CO2 emissions (metric tons per capita),28.9687908562946,ARE,United Arab Emirates,1998
CO2 emissions (metric tons per capita),0.196019189810733,BGD,Bangladesh,1998
CO2 emissions (metric tons per capita),16.7975727083376,CAN,Canada,1998
CO2 emissions (metric tons per capita),11.2273041516574,DNK,Denmark,1998
CO2 emissions (metric tons per capita),1.84656518540733,EGY,"Egypt, Arab Rep.",1998
CO2 emissions (metric tons per capita),0.918329424277408,IND,India,1998
CO2 emissions (metric tons per capita),8.52482023999292,NOR,Norway,1998
CO2 emissions (metric tons per capita),0.724272244347627,PAK,Pakistan,1998
CO2 emissions (metric tons per capita),58.7451854913863,QAT,Qatar,1998
CO2 emissions (metric tons per capita),5.98545979233472,SWE,Sweden,1998
CO2 emissions (metric tons per capita),19.5792362010339,USA,United States,1998
Expense (% of GDP),6.54878847413229,ARE,United Arab Emirates,1998
Expense (% of GDP),20.2442134013304,CAN,Canada,1998
Expense (% of GDP),38.9756051494619,DNK,Denmark,1998
Expense (% of GDP),14.4076298837695,IND,India,1998
Expense (% of GDP),35.5671290724145,NOR,Norway,1998
Expense (% of GDP),19.2280113651642,PAK,Pakistan,1998
Expense (% of GDP),37.7513055414078,SWE,Sweden,1998
Expense (% of GDP),18.7213288460388,USA,United States,1998
Forest area (sq. km),2970.0,ARE,United Arab Emirates,1998
Forest area (sq. km),14731.9995117188,BGD,Bangladesh,1998
Forest area (sq. km),3478961.875,CAN,Canada,1998
Forest area (sq. km),5770.39978027344,DNK,Denmark,1998
Forest area (sq. km),560.0,EGY,"Egypt, Arab Rep.",1998
Forest area (sq. km),650998.0078125,IND,India,1998
Forest area (sq. km),121167.998046875,NOR,Norway,1998
Forest area (sq. km),21981.9995117188,PAK,Pakistan,1998
Forest area (sq. km),0.0,QAT,Qatar,1998
Forest area (sq. km),281430.0,SWE,Sweden,1998
Forest area (sq. km),3033188.125,USA,United States,1998
GDP growth (annual %),0.291994348685435,ARE,United Arab Emirates,1998
GDP growth (annual %),5.17702687345256,BGD,Bangladesh,1998
GDP growth (annual %),3.88140195641391,CAN,Canada,1998
GDP growth (annual %),2.21816188799899,DNK,Denmark,1998
GDP growth (annual %),5.57549746391007,EGY,"Egypt, Arab Rep.",1998
GDP growth (annual %),6.18441582070903,IND,India,1998
GDP growth (annual %),2.62445905598831,NOR,Norway,1998
GDP growth (annual %),2.55023429463535,PAK,Pakistan,1998
GDP growth (annual %),4.24095619706158,SWE,Sweden,1998
GDP growth (annual %),4.48140755494944,USA,United States,1998
GDP per capita (current US$),26899.601766231,ARE,United Arab Emirates,1998
GDP per capita (current US$),407.429186160797,BGD,Bangladesh,1998
GDP per capita (current US$),20952.0694643937,CAN,Canada,1998
GDP per capita (current US$),33368.1548509045,DNK,Denmark,1998
GDP per capita (current US$),1281.39671994505,EGY,"Egypt, Arab Rep.",1998
GDP per capita (current US$),413.298944134548,IND,India,1998
GDP per capita (current US$),34788.7785642698,NOR,Norway,1998
GDP per capita (current US$),461.216736136457,PAK,Pakistan,1998
GDP per capita (current US$),18593.5489164818,QAT,Qatar,1998
GDP per capita (current US$),30191.5068120596,SWE,Sweden,1998
GDP per capita (current US$),32853.6769849268,USA,United States,1998
GDP per capita growth (annual %),-4.76507560132538,ARE,United Arab Emirates,1998
GDP per capita growth (annual %),3.0146795128333,BGD,Bangladesh,1998
GDP per capita growth (annual %),3.02284802264647,CAN,Canada,1998
GDP per capita growth (annual %),1.84761707889847,DNK,Denmark,1998
GDP per capita growth (annual %),3.48951432225097,EGY,"Egypt, Arab Rep.",1998
GDP per capita growth (annual %),4.24884418072853,IND,India,1998
GDP per capita growth (annual %),2.01523789467777,NOR,Norway,1998
GDP per capita growth (annual %),-0.328923030916911,PAK,Pakistan,1998
GDP per capita growth (annual %),4.18310588851472,SWE,Sweden,1998
GDP per capita growth (annual %),3.27052404427648,USA,United States,1998
GNI per capita (constant 2010 US$),510.388297204666,BGD,Bangladesh,1998
GNI per capita (constant 2010 US$),39078.1910673372,CAN,Canada,1998
GNI per capita (constant 2010 US$),51919.4303974655,DNK,Denmark,1998
GNI per capita (constant 2010 US$),1843.83179904807,EGY,"Egypt, Arab Rep.",1998
GNI per capita (constant 2010 US$),751.780896474511,IND,India,1998
GNI per capita (constant 2010 US$),77953.9810990542,NOR,Norway,1998
GNI per capita (constant 2010 US$),799.200665201106,PAK,Pakistan,1998
GNI per capita (constant 2010 US$),40175.978649957,SWE,Sweden,1998
GNI per capita (constant 2010 US$),41854.9985224319,USA,United States,1998
"Government expenditure on education, total (% of government expenditure)",12.6395797729492,CAN,Canada,1998
"Government expenditure on education, total (% of government expenditure)",14.6343698501587,DNK,Denmark,1998
"Government expenditure on education, total (% of government expenditure)",14.1592702865601,IND,India,1998
"Government expenditure on education, total (% of government expenditure)",15.5313396453857,NOR,Norway,1998
"Government expenditure on education, total (% of government expenditure)",7.84369993209839,QAT,Qatar,1998
"Government expenditure on education, total (% of government expenditure)",12.7580003738403,SWE,Sweden,1998
"Industry (including construction), value added (% of GDP)",40.0235324596818,ARE,United Arab Emirates,1998
"Industry (including construction), value added (% of GDP)",22.6607423702209,BGD,Bangladesh,1998
"Industry (including construction), value added (% of GDP)",27.1464160163022,CAN,Canada,1998
"Industry (including construction), value added (% of GDP)",22.3260269075235,DNK,Denmark,1998
"Industry (including construction), value added (% of GDP)",28.6450939457203,EGY,"Egypt, Arab Rep.",1998
"Industry (including construction), value added (% of GDP)",27.1939924132294,IND,India,1998
"Industry (including construction), value added (% of GDP)",27.5997427767729,NOR,Norway,1998
"Industry (including construction), value added (% of GDP)",22.0530195066132,PAK,Pakistan,1998
"Industry (including construction), value added (% of GDP)",26.9000369985775,SWE,Sweden,1998
"Industry (including construction), value added (% of GDP)",22.6705577576988,USA,United States,1998
"Life expectancy at birth, total (years)",73.732,ARE,United Arab Emirates,1998
"Life expectancy at birth, total (years)",64.038,BGD,Bangladesh,1998
"Life expectancy at birth, total (years)",78.6341463414634,CAN,Canada,1998
"Life expectancy at birth, total (years)",76.1390243902439,DNK,Denmark,1998
"Life expectancy at birth, total (years)",68.061,EGY,"Egypt, Arab Rep.",1998
"Life expectancy at birth, total (years)",61.761,IND,India,1998
"Life expectancy at birth, total (years)",78.3292682926829,NOR,Norway,1998
"Life expectancy at birth, total (years)",62.22,PAK,Pakistan,1998
"Life expectancy at birth, total (years)",76.045,QAT,Qatar,1998
"Life expectancy at birth, total (years)",79.3390243902439,SWE,Sweden,1998
"Life expectancy at birth, total (years)",76.5804878048781,USA,United States,1998
"Net primary income (BoP, current US$)",-114686533.731147,BGD,Bangladesh,1998
"Net primary income (BoP, current US$)",-21414766091.2034,CAN,Canada,1998
"Net primary income (BoP, current US$)",-3846188142.92993,DNK,Denmark,1998
"Net primary income (BoP, current US$)",955000000.0,EGY,"Egypt, Arab Rep.",1998
"Net primary income (BoP, current US$)",-3636497421.78381,IND,India,1998
"Net primary income (BoP, current US$)",-1244104717.47229,NOR,Norway,1998
"Net primary income (BoP, current US$)",-2180000000.0,PAK,Pakistan,1998
"Net primary income (BoP, current US$)",-3663146067.84675,SWE,Sweden,1998
"Net primary income (BoP, current US$)",4280100000.0,USA,United States,1998
Population density (people per sq. km of land area),39.6115742044495,ARE,United Arab Emirates,1998
Population density (people per sq. km of land area),942.481485749405,BGD,Bangladesh,1998
Population density (people per sq. km of land area),3.31612028798561,CAN,Canada,1998
Population density (people per sq. km of land area),125.011053499882,DNK,Denmark,1998
Population density (people per sq. km of land area),66.502856999347,EGY,"Egypt, Arab Rep.",1998
Population density (people per sq. km of land area),342.892173389524,IND,India,1998
Population density (people per sq. km of land area),12.1328870277852,NOR,Norway,1998
Population density (people per sq. km of land area),174.92117190743,PAK,Pakistan,1998
Population density (people per sq. km of land area),47.5074935400517,QAT,Qatar,1998
Population density (people per sq. km of land area),21.5698542671931,SWE,Sweden,1998
Population density (people per sq. km of land area),30.1184850681737,USA,United States,1998
Population growth (annual %),5.17391472698872,ARE,United Arab Emirates,1998
Population growth (annual %),2.07734031117598,BGD,Bangladesh,1998
Population growth (annual %),0.829909353323744,CAN,Canada,1998
Population growth (annual %),0.363162523600756,DNK,Denmark,1998
Population growth (annual %),1.99560160799033,EGY,"Egypt, Arab Rep.",1998
Population growth (annual %),1.83965807334182,IND,India,1998
Population growth (annual %),0.595410343346654,NOR,Norway,1998
